OBS., TOWN#, TRACT, LON, LAT, MEDV, CMEDV, CRIM, ZN, INDUS, CHAS, NOX, RM, AGE, DIS, RAD, TAX, PTRATIO, B, LSTAT
2286, East, Boston, 79, 0504, -71.023500, 42.221300, 7.2, 7.2, 16.81180, 0.0, 18.1, 0, 0.7, 5.277, 98.1, 1.4261, 24, 666, 20.2, 396.90, 30.81
2287, East, Boston, 79, 0506, -71.022800, 42.223100, 10.5, 10.5, 24.39380, 0.0, 18.1, 0, 0.7, 4.652, 100.0, 1.4672, 24, 666, 20.2, 396.90, 28.28
2288, East, Boston, 79, 0507, -71.021500, 42.224800, 7.4, 7.4, 22.59710, 0.0, 18.1, 0, 0.7, 5.000, 89.5, 1.5184, 24, 666, 20.2, 396.90, 31.99
2289, East, Boston, 79, 0508, -71.019500, 42.225500, 10.2, 10.2, 14.33370, 0.0, 18.1, 0, 0.7, 4.880, 100.0, 1.5895, 24, 666, 20.2, 372.92, 30.62
2290, East, Boston, 79, 0509, -71.016800, 42.228100, 11.5, 11.5, 8.15174, 0.0, 18.1, 0, 0.7, 5.390, 98.9, 1.7281, 24, 666, 20.2, 396.90, 20.85
2291, East, Boston, 79, 0510, -71.010900, 42.230000, 15.1, 15.1, 6.96215, 0.0, 18.1, 0, 0.7, 5.713, 97.0, 1.9265, 24, 666, 20.2, 394.43, 17.11
2292, East, Boston, 79, 0511, -71.003500, 42.233000, 23.2, 23.2, 5.29305, 0.0, 18.1, 0, 0.7, 6.051, 82.5, 2.1678, 24, 666, 20.2, 378.38, 18.76
2293, East, Boston, 79, 0512, -71.020000, 42.220500, 9.7, 9.7, 11.57790, 0.0, 18.1, 0, 0.7, 5.036, 97.0, 1.7700, 24, 666, 20.2, 396.90, 25.68
2294, South, Boston, 80, 0601, -71.016700, 42.201000, 13.8, 13.8, 8.64476, 0.0, 18.1, 0, 0.693, 6.193, 92.6, 1.7912, 24, 666, 20.2, 396.90, 15.17
2295, South, Boston, 80, 0602, -71.020000, 42.199300, 12.7, 12.7, 13.35980, 0.0, 18.1, 0, 0.693, 5.887, 94.7, 1.7821, 24, 666, 20.2, 396.90, 16.35
2296, South, Boston, 80, 0603, -71.022000, 42.199600, 13.1, 13.1, 8.71675, 0.0, 18.1, 0, 0.693, 6.471, 98.8, 1.7257, 24, 666, 20.2, 391.98, 17.12
2297, South, Boston, 80, 0604, -71.026000, 42.199300, 12.5, 12.5, 5.87205, 0.0, 18.1, 0, 0.693, 6.405, 96.0, 1.6768, 24, 666, 20.2, 396.90, 19.37
2298, South, Boston, 80, 0605, -71.025000, 42.202400, 8.5, 8.5, 7.67202, 0.0, 18.1, 0, 0.693, 5.747, 98.9, 1.6334, 24, 666, 20.2, 393.10, 19.92
2299, South, Boston, 80, 0606, -71.023000, 42.209000, 5.0, 5.0, 38.35180, 0.0, 18.1, 0, 0.693, 5.453, 100.0, 1.4896, 24, 666, 20.2, 396.90, 30.59
2300, South, Boston, 80, 0607, -71.033000, 42.203200, 6.3, 6.3, 9.91655, 0.0, 18.1, 0, 0.693, 5.852, 77.8, 1.5004, 24, 666, 20.2, 338.16, 29.97
2301, South, Boston, 80, 0608, -71.032600, 42.201100, 5.6, 5.6, 25.04610, 0.0, 18.1, 0, 0.693, 5.987, 100.0, 1.5888, 24, 666, 20.2, 396.90, 26.77
2302, South, Boston, 80, 0609, -71.030000, 42.201500, 7.2, 7.2, 14.23620, 0.0, 18.1, 0, 0.693, 6.343, 100.0, 1.5741, 24, 666, 20.2, 396.90, 20.32
2303, South, Boston, 80, 0610, -71.030000, 42.198800, 12.1, 12.1, 9.59571, 0.0, 18.1, 0, 0.693, 6.404, 100.0, 1.6390, 24, 666, 20.2, 376.11, 20.31
2304, South, Boston, 80, 0612, -71.033200, 42.198000, 8.3, 8.3, 24.80170, 0.0, 18.1, 0, 0.693, 5.349, 96.0, 1.7028, 24, 666, 20.2, 396.90, 19.77
2305, South, Boston, 80, 0613, -71.034500, 42.200100, 8.5, 8.5, 41.52920, 0.0, 18.1, 0, 0.693, 5.531, 85.4, 1.6074, 24, 666, 20.2, 329.46, 27.38
2306, South, Boston, 80, 0614, -71.032000, 42.205700, 5.0, 5.0, 67.92080, 0.0, 18.1, 0, 0.693, 5.683, 100.0, 1.4254, 24, 666, 20.2, 384.97, 22.98
2307, Downtown, 81, 0702, -71.039000, 42.219800, 11.9, 11.9, 20.71620, 0.0, 18.1, 0, 0.659, 4.138, 100.0, 1.1781, 24, 666, 20.2, 370.22, 23.34
2308, Downtown, 81, 0703, -71.042700, 42.209000, 27.9, 27.9, 11.95110, 0.0, 18.1, 0, 0.659, 5.608, 100.0, 1.2852, 24, 666, 20.2, 332.09, 12.13
2309, Downtown, 81, 0705, -71.043700, 42.205000, 17.2, 17.2, 7.40389, 0.0, 18.1, 0, 0.597, 5.617, 97.9, 1.4547, 24, 666, 20.2, 314.64, 26.40
2310, Downtown, 81, 0706, -71.045500, 42.206000, 27.5, 27.5, 14.43830, 0.0, 18.1, 0, 0.597, 6.852, 100.0, 1.4655, 24, 666, 20.2, 179.36, 19.78
2311, Downtown, 81, 0707, -71.046200, 42.207500, 15.0, 15.0, 51.13580, 0.0, 18.1, 0, 0.597, 5.757, 100.0, 1.4130, 24, 666, 20.2, 2.60, 10.11
2312, Downtown, 81, 0708, -71.048700, 42.204800, 17.2, 17.2, 14.05070, 0.0, 18.1, 0, 0.597, 6.657, 100.0, 1.5275, 24, 666, 20.2, 35.05, 21.22
2313, Downtown, 81, 0709, -71.047000, 42.203000, 17.9, 17.9, 18.81100, 0.0, 18.1, 0, 0.597, 4.628, 100.0, 1.5539, 24, 666, 20.2, 28.79, 34.37
2314, Downtown, 81, 0710, -71.045100, 42.201500, 16.3, 16.3, 28.65580, 0.0, 18.1, 0, 0.597, 5.155, 100.0, 1.5894, 24, 666, 20.2, 210.97, 20.08
2315, Roxbury, 82, 0801, -71.042000, 42.198500, 7.0, 7.0, 45.74610, 0.0, 18.1, 0, 0.693, 4.519, 100.0, 1.6582, 24, 666, 20.2, 88.27, 36.98
2316, Roxbury, 82, 0802, -71.045500, 42.195300, 7.2, 7.2, 18.08460, 0.0, 18.1, 0, 0.679, 6.434, 100.0, 1.8347, 24, 666, 20.2, 27.25, 29.05
2317, Roxbury, 82, 0803, -71.047700, 42.196500, 7.5, 7.5, 10.83420, 0.0, 18.1, 0, 0.679, 6.782, 90.8, 1.8195, 24, 666, 20.2, 21.57, 25.79
2318, Roxbury, 82, 0805, -71.049800, 42.200700, 10.4, 10.4, 25.94060, 0.0, 18.1, 0, 0.679, 5.304, 89.1, 1.6475, 24, 666, 20.2, 127.36, 26.64
2319, Roxbury, 82, 0807, -71.052500, 42.198900, 8.8, 8.8, 73.53410, 0.0, 18.1, 0, 0.679, 5.957, 100.0, 1.8026, 24, 666, 20.2, 16.45, 20.62
2320, Roxbury, 82, 0808, -71.058600, 42.199900, 8.4, 8.4, 11.81230, 0.0, 18.1, 0, 0.718, 6.824, 76.5, 1.7940, 24, 666, 20.2, 48.45, 22.74
2321, Roxbury, 82, 0809, -71.061800, 42.199000, 16.7, 16.7, 11.08740, 0.0, 18.1, 0, 0.718, 6.411, 100.0, 1.8589, 24, 666, 20.2, 318.75, 15.02
2322, Roxbury, 82, 0810, -71.065000, 42.201800, 14.2, 14.2, 7.02259, 0.0, 18.1, 0, 0.718, 6.006, 95.3, 1.8746, 24, 666, 20.2, 319.98, 15.70
2323, Roxbury, 82, 0811, -71.066500, 42.197000, 20.8, 20.8, 12.04820, 0.0, 18.1, 0, 0.614, 5.648, 87.6, 1.9512, 24, 666, 20.2, 291.55, 14.10
2324, Roxbury, 82, 0812, -71.061900, 42.194800, 13.4, 13.4, 7.05042, 0.0, 18.1, 0, 0.614, 6.103, 85.1, 2.0218, 24, 666, 20.2, 2.52, 23.29
2325, Roxbury, 82, 0813, -71.059000, 42.192000, 11.7, 11.7, 8.79212, 0.0, 18.1, 0, 0.584, 5.565, 70.6, 2.0635, 24, 666, 20.2, 3.65, 17.16
2326, Roxbury, 82, 0814, -71.057700, 42.196700, 8.3, 8.3, 15.86030, 0.0, 18.1, 0, 0.679, 5.896, 95.4, 1.9096, 24, 666, 20.2, 7.68, 24.39
2327, Roxbury, 82, 0815, -71.055800, 42.193700, 10.2, 10.2, 12.24720, 0.0, 18.1, 0, 0.584, 5.837, 59.7, 1.9976, 24, 666, 20.2, 24.65, 15.69
2328, Roxbury, 82, 0816, -71.054200, 42.196100, 10.9, 10.9, 37.66190, 0.0, 18.1, 0, 0.679, 6.202, 78.7, 1.8629, 24, 666, 20.2, 18.82, 14.52
2329, Roxbury, 82, 0817, -71.052100, 42.194000, 11.0, 11.0, 7.36711, 0.0, 18.1, 0, 0.679, 6.193, 78.1, 1.9356, 24, 666, 20.2, 96.73, 21.52
2330, Roxbury, 82, 0818, -71.048500, 42.192000, 9.5, 9.5, 9.33889, 0.0, 18.1, 0, 0.679, 6.380, 95.6, 1.9682, 24, 666, 20.2, 60.72, 24.08
2331, Roxbury, 82, 0819, -71.054700, 42.189000, 14.5, 14.5, 8.49213, 0.0, 18.1, 0, 0.584, 6.348, 86.1, 2.0527, 24, 666, 20.2, 83.45, 17.64
2332, Roxbury, 82, 0820, -71.050500, 42.188000, 14.1, 14.1, 10.06230, 0.0, 18.1, 0, 0.584, 6.833, 94.3, 2.0882, 24, 666, 20.2, 81.33, 19.69
2333, Roxbury, 82, 0821, -71.052000, 42.185400, 16.1, 16.1, 6.44405, 0.0, 18.1, 0, 0.584, 6.425, 74.8, 2.2004, 24, 666, 20.2, 97.95, 12.03
2334, Savin, Hill, 83, 0901, -71.049500, 42.181500, 14.3, 14.3, 5.58107, 0.0, 18.1, 0, 0.713, 6.436, 87.9, 2.3158, 24, 666, 20.2, 100.19, 16.22
2335, Savin, Hill, 83, 0902, -71.047500, 42.184200, 11.7, 11.7, 13.91340, 0.0, 18.1, 0, 0.713, 6.208, 95.0, 2.2222, 24, 666, 20.2, 100.63, 15.17
2336, Savin, Hill, 83, 0903, -71.046000, 42.186700, 13.4, 13.4, 11.16040, 0.0, 18.1, 0, 0.74, 6.629, 94.6, 2.1247, 24, 666, 20.2, 109.85, 23.27
2337, Savin, Hill, 83, 0904, -71.045500, 42.189300, 9.6, 9.6, 14.42080, 0.0, 18.1, 0, 0.74, 6.461, 93.3, 2.0026, 24, 666, 20.2, 27.49, 18.05
2338, Savin, Hill, 83, 0905, -71.044500, 42.191700, 8.7, 8.2, 15.17720, 0.0, 18.1, 0, 0.74, 6.152, 100.0, 1.9142, 24, 666, 20.2, 9.32, 26.45
2339, Savin, Hill, 83, 0906, -71.044500, 42.193800, 8.4, 8.4, 13.67810, 0.0, 18.1, 0, 0.74, 5.935, 87.9, 1.8206, 24, 666, 20.2, 68.95, 34.02
2340, Savin, Hill, 83, 0907, -71.037000, 42.194000, 12.8, 12.8, 9.39063, 0.0, 18.1, 0, 0.74, 5.627, 93.9, 1.8172, 24, 666, 20.2, 396.90, 22.88
2341, Savin, Hill, 83, 0908, -71.032100, 42.192500, 10.5, 10.5, 22.05110, 0.0, 18.1, 0, 0.74, 5.818, 92.4, 1.8662, 24, 666, 20.2, 391.45, 22.11
2342, Savin, Hill, 83, 0910, -71.034500, 42.185000, 17.1, 17.1, 9.72418, 0.0, 18.1, 0, 0.74, 6.406, 97.2, 2.0651, 24, 666, 20.2, 385.96, 19.52
2343, Savin, Hill, 83, 0911, -71.034000, 42.189000, 18.4, 14.8, 5.66637, 0.0, 18.1, 0, 0.74, 6.219, 100.0, 2.0048, 24, 666, 20.2, 395.69, 16.59
2344, Savin, Hill, 83, 0912, -71.037800, 42.189200, 15.4, 15.4, 9.96654, 0.0, 18.1, 0, 0.74, 6.485, 100.0, 1.9784, 24, 666, 20.2, 386.73, 18.85
2345, Savin, Hill, 83, 0913, -71.040500, 42.192000, 10.8, 10.8, 12.80230, 0.0, 18.1, 0, 0.74, 5.854, 96.6, 1.8956, 24, 666, 20.2, 240.52, 23.79
2346, Savin, Hill, 83, 0914, -71.042500, 42.189000, 11.8, 11.8, 10.67180, 0.0, 18.1, 0, 0.74, 6.459, 94.8, 1.9879, 24, 666, 20.2, 43.06, 23.98
2347, Savin, Hill, 83, 0915, -71.039000, 42.186800, 14.9, 14.9, 6.28807, 0.0, 18.1, 0, 0.74, 6.341, 96.4, 2.0720, 24, 666, 20.2, 318.01, 17.79
2348, Savin, Hill, 83, 0916, -71.037000, 42.184000, 12.6, 12.6, 9.92485, 0.0, 18.1, 0, 0.74, 6.251, 96.6, 2.1980, 24, 666, 20.2, 388.52, 16.44
2349, Savin, Hill, 83, 0917, -71.040000, 42.182000, 14.1, 14.1, 9.32909, 0.0, 18.1, 0, 0.713, 6.185, 98.7, 2.2616, 24, 666, 20.2, 396.90, 18.13
2350, Savin, Hill, 83, 0918, -71.042800, 42.184500, 13.0, 13.0, 7.52601, 0.0, 18.1, 0, 0.713, 6.417, 98.3, 2.1850, 24, 666, 20.2, 304.21, 19.31
2351, Savin, Hill, 83, 0919, -71.046000, 42.181000, 13.4, 13.4, 6.71772, 0.0, 18.1, 0, 0.713, 6.749, 92.6, 2.3236, 24, 666, 20.2, 0.32, 17.44
2352, Savin, Hill, 83, 0920, -71.041000, 42.179500, 15.2, 15.2, 5.44114, 0.0, 18.1, 0, 0.713, 6.655, 98.2, 2.3552, 24, 666, 20.2, 355.29, 17.73
2353, Savin, Hill, 83, 0921, -71.034000, 42.179000, 16.1, 16.1, 5.09017, 0.0, 18.1, 0, 0.713, 6.297, 91.8, 2.3682, 24, 666, 20.2, 385.09, 17.27
2354, Savin, Hill, 83, 0922, -71.040000, 42.177000, 17.8, 17.8, 8.24809, 0.0, 18.1, 0, 0.713, 7.393, 99.3, 2.4527, 24, 666, 20.2, 375.87, 16.74
2355, Savin, Hill, 83, 0923, -71.045500, 42.176800, 14.9, 14.4, 9.51363, 0.0, 18.1, 0, 0.713, 6.728, 94.1, 2.4961, 24, 666, 20.2, 6.68, 18.71
2356, Savin, Hill, 83, 0924, -71.051000, 42.178000, 14.1, 14.1, 4.75237, 0.0, 18.1, 0, 0.713, 6.525, 86.5, 2.4358, 24, 666, 20.2, 50.92, 18.13
2357, Dorchester, 84, 1001, -71.051700, 42.173500, 12.7, 12.7, 4.66883, 0.0, 18.1, 0, 0.713, 5.976, 87.9, 2.5806, 24, 666, 20.2, 10.48, 19.01
2358, Dorchester, 84, 1002, -71.051500, 42.170000, 13.5, 13.5, 8.20058, 0.0, 18.1, 0, 0.713, 5.936, 80.3, 2.7792, 24, 666, 20.2, 3.50, 16.94
2359, Dorchester, 84, 1003, -71.047500, 42.169000, 14.9, 14.9, 7.75223, 0.0, 18.1, 0, 0.713, 6.301, 83.7, 2.7831, 24, 666, 20.2, 272.21, 16.23
2360, Dorchester, 84, 1004, -71.043000, 42.169000, 20.0, 20.0, 6.80117, 0.0, 18.1, 0, 0.713, 6.081, 84.4, 2.7175, 24, 666, 20.2, 396.90, 14.70
2361, Dorchester, 84, 1005, -71.043000, 42.172800, 16.4, 16.4, 4.81213, 0.0, 18.1, 0, 0.713, 6.701, 90.0, 2.5975, 24, 666, 20.2, 255.23, 16.42
2362, Dorchester, 84, 1006, -71.035000, 42.174500, 17.7, 17.7, 3.69311, 0.0, 18.1, 0, 0.713, 6.376, 88.4, 2.5671, 24, 666, 20.2, 391.43, 14.65
2363, Dorchester, 84, 1007, -71.031000, 42.169500, 19.5, 19.5, 6.65492, 0.0, 18.1, 0, 0.713, 6.317, 83.0, 2.7344, 24, 666, 20.2, 396.90, 13.99
2364, Dorchester, 84, 1008, -71.035800, 42.167500, 20.2, 20.2, 5.82115, 0.0, 18.1, 0, 0.713, 6.513, 89.9, 2.8016, 24, 666, 20.2, 393.82, 10.29
2365, Dorchester, 84, 1009, -71.045000, 42.164000, 21.4, 21.4, 7.83932, 0.0, 18.1, 0, 0.655, 6.209, 65.4, 2.9634, 24, 666, 20.2, 396.90, 13.22
2366, Dorchester, 84, 1010, -71.055000, 42.165000, 19.9, 19.9, 3.16360, 0.0, 18.1, 0, 0.655, 5.759, 48.2, 3.0665, 24, 666, 20.2, 334.40, 14.13
2367, Dorchester, 84, 1011, -71.055000, 42.168500, 19.0, 19.0, 3.77498, 0.0, 18.1, 0, 0.655, 5.952, 84.7, 2.8715, 24, 666, 20.2, 22.01, 17.15
2368, Mattapan, 85, 1101, -71.066000, 42.178000, 19.1, 19.1, 4.42228, 0.0, 18.1, 0, 0.584, 6.003, 94.5, 2.5403, 24, 666, 20.2, 331.29, 21.32
2369, Mattapan, 85, 1102, -71.070000, 42.168000, 19.1, 19.1, 15.57570, 0.0, 18.1, 0, 0.58, 5.926, 71.0, 2.9084, 24, 666, 20.2, 368.74, 18.13
2370, Mattapan, 85, 1103, -71.069000, 42.172500, 20.1, 20.1, 13.07510, 0.0, 18.1, 0, 0.58, 5.713, 56.7, 2.8237, 24, 666, 20.2, 396.90, 14.76
2371, Mattapan, 85, 1104, -71.074000, 42.168000, 19.9, 19.9, 4.34879, 0.0, 18.1, 0, 0.58, 6.167, 84.0, 3.0334, 24, 666, 20.2, 396.90, 16.29
2372, Mattapan, 85, 1105, -71.082500, 42.169800, 19.6, 19.6, 4.03841, 0.0, 18.1, 0, 0.532, 6.229, 90.7, 3.0993, 24, 666, 20.2, 395.33, 12.87
2373, Mattapan, 85, 1106, -71.083300, 42.175000, 23.2, 23.2, 3.56868, 0.0, 18.1, 0, 0.58, 6.437, 75.0, 2.8965, 24, 666, 20.2, 393.37, 14.36
2374, Forest, Hills, 86, 1201, -71.073200, 42.184000, 29.8, 29.8, 4.64689, 0.0, 18.1, 0, 0.614, 6.980, 67.6, 2.5329, 24, 666, 20.2, 374.68, 11.66
2375, Forest, Hills, 86, 1202, -71.055000, 42.183000, 13.8, 13.8, 8.05579, 0.0, 18.1, 0, 0.584, 5.427, 95.4, 2.4298, 24, 666, 20.2, 352.58, 18.14
2376, Forest, Hills, 86, 1203, -71.051100, 42.187900, 13.3, 13.3, 6.39312, 0.0, 18.1, 0, 0.584, 6.162, 97.4, 2.2060, 24, 666, 20.2, 302.76, 24.10
2377, Forest, Hills, 86, 1204, -71.056500, 42.188000, 16.7, 16.7, 4.87141, 0.0, 18.1, 0, 0.614, 6.484, 93.6, 2.3053, 24, 666, 20.2, 396.21, 18.68
2378, Forest, Hills, 86, 1205, -71.052800, 42.192000, 12.0, 12.0, 15.02340, 0.0, 18.1, 0, 0.614, 5.304, 97.3, 2.1007, 24, 666, 20.2, 349.48, 24.91
2379, Forest, Hills, 86, 1206, -71.055800, 42.191300, 14.6, 14.6, 10.23300, 0.0, 18.1, 0, 0.614, 6.185, 96.7, 2.1705, 24, 666, 20.2, 379.70, 18.03
2380, Forest, Hills, 86, 1207, -71.067000, 42.194500, 21.4, 21.4, 14.33370, 0.0, 18.1, 0, 0.614, 6.229, 88.0, 1.9512, 24, 666, 20.2, 383.32, 13.11
2381, West, Roxbury, 87, 1301, -71.100800, 42.174000, 23.0, 23.0, 5.82401, 0.0, 18.1, 0, 0.532, 6.242, 64.7, 3.4242, 24, 666, 20.2, 396.90, 10.74
2382, West, Roxbury, 87, 1302, -71.095000, 42.173000, 23.7, 23.7, 5.70818, 0.0, 18.1, 0, 0.532, 6.750, 74.9, 3.3317, 24, 666, 20.2, 393.07, 7.74
2383, West, Roxbury, 87, 1303, -71.090000, 42.166500, 25.0, 25.0, 5.73116, 0.0, 18.1, 0, 0.532, 7.061, 77.0, 3.4106, 24, 666, 20.2, 395.28, 7.01
2384, West, Roxbury, 87, 1304, -71.097500, 42.160800, 21.8, 21.8, 2.81838, 0.0, 18.1, 0, 0.532, 5.762, 40.3, 4.0983, 24, 666, 20.2, 392.92, 10.42
2385, Hyde, Park, 88, 1401, -71.080400, 42.154000, 20.6, 20.6, 2.37857, 0.0, 18.1, 0, 0.583, 5.871, 41.9, 3.7240, 24, 666, 20.2, 370.73, 13.34
2386, Hyde, Park, 88, 1402, -71.075000, 42.145500, 21.2, 21.2, 3.67367, 0.0, 18.1, 0, 0.583, 6.312, 51.9, 3.9917, 24, 666, 20.2, 388.62, 10.58
2387, Hyde, Park, 88, 1403, -71.071500, 42.155000, 19.1, 19.1, 5.69175, 0.0, 18.1, 0, 0.583, 6.114, 79.8, 3.5459, 24, 666, 20.2, 392.68, 14.98
2388, Hyde, Park, 88, 1404, -71.065000, 42.161000, 20.6, 20.6, 4.83567, 0.0, 18.1, 0, 0.583, 5.905, 53.2, 3.1523, 24, 666, 20.2, 388.22, 11.45
2389, 89, 1601, -71.018900, 42.234400, 15.2, 15.2, 0.15086, 0.0, 27.74, 0, 0.609, 5.454, 92.7, 1.8209, 4, 711, 20.1, 395.09, 18.06
2390, 89, 1602, -71.022800, 42.233500, 7.0, 7.0, 0.18337, 0.0, 27.74, 0, 0.609, 5.414, 98.3, 1.7554, 4, 711, 20.1, 344.05, 23.97
2391, 89, 1604, -71.024500, 42.236800, 8.1, 8.1, 0.20746, 0.0, 27.74, 0, 0.609, 5.093, 98.0, 1.8226, 4, 711, 20.1, 318.43, 29.68
2392, 89, 1605, -71.016000, 42.238200, 13.6, 13.6, 0.10574, 0.0, 27.74, 0, 0.609, 5.983, 98.8, 1.8681, 4, 711, 20.1, 390.11, 18.07
2393, 89, 1606, -71.029700, 42.244700, 20.1, 20.1, 0.11132, 0.0, 27.74, 0, 0.609, 5.983, 83.5, 2.1099, 4, 711, 20.1, 396.90, 13.35
2394, 90, 1701, -71.012500, 42.246200, 21.8, 21.8, 0.17331, 0.0, 9.69, 0, 0.585, 5.707, 54.0, 2.3817, 6, 391, 19.2, 396.90, 12.01
2395, 90, 1702, -71.012500, 42.250000, 24.5, 24.5, 0.27957, 0.0, 9.69, 0, 0.585, 5.926, 42.6, 2.3817, 6, 391, 19.2, 396.90, 13.59
2396, 90, 1703, -71.010500, 42.254700, 23.1, 23.1, 0.17899, 0.0, 9.69, 0, 0.585, 5.670, 28.8, 2.7986, 6, 391, 19.2, 393.29, 17.60
2397, 90, 1704, -71.001000, 42.252500, 19.7, 19.7, 0.28960, 0.0, 9.69, 0, 0.585, 5.390, 72.9, 2.7986, 6, 391, 19.2, 396.90, 21.14
2398, 90, 1705, -70.994700, 42.249600, 18.3, 18.3, 0.26838, 0.0, 9.69, 0, 0.585, 5.794, 70.6, 2.8927, 6, 391, 19.2, 396.90, 14.10
2399, 90, 1706, -71.005000, 42.245500, 21.2, 21.2, 0.23912, 0.0, 9.69, 0, 0.585, 6.019, 65.3, 2.4091, 6, 391, 19.2, 396.90, 12.92
2400, 90, 1707, -70.998500, 42.243000, 17.5, 17.5, 0.17783, 0.0, 9.69, 0, 0.585, 5.569, 73.5, 2.3999, 6, 391, 19.2, 395.77, 15.10
2401, 90, 1708, -70.992000, 42.238000, 16.8, 16.8, 0.22438, 0.0, 9.69, 0, 0.585, 6.027, 79.7, 2.4982, 6, 391, 19.2, 396.90, 14.33
2402, 91, 1801, -70.986000, 42.231200, 22.4, 22.4, 0.06263, 0.0, 11.93, 0, 0.573, 6.593, 69.1, 2.4786, 1, 273, 21.0, 391.99, 9.67
2403, 91, 1802, -70.991000, 42.227500, 20.6, 20.6, 0.04527, 0.0, 11.93, 0, 0.573, 6.120, 76.7, 2.2875, 1, 273, 21.0, 396.90, 9.08
2404, 91, 1803, -70.994800, 42.226000, 23.9, 23.9, 0.06076, 0.0, 11.93, 0, 0.573, 6.976, 91.0, 2.1675, 1, 273, 21.0, 396.90, 5.64
2405, 91, 1804, -70.987500, 42.224000, 22.0, 22.0, 0.10959, 0.0, 11.93, 0, 0.573, 6.794, 89.3, 2.3889, 1, 273, 21.0, 393.45, 6.48
2406, 91, 1805, -70.982500, 42.221000, 11.9, 19.0, 0.04741, 0.0, 11.93, 0, 0.573, 6.030, 80.8, 2.5050, 1, 273, 21.0, 396.90, 7.88
